id,headline,description,publication_date,source,url
45035,Feijóo pide ahora una auditoría internacional independiente para saber qué pasó en el apagón y defiende las nucleares,"El líder del PP español organizó un acto en una sede institucional de la Xunta en el que acusó al Gobierno de ""ocultación"" sobre la caída del sistema eléctrico",2025-05-02T14:09:58,ElDiario.es,https://www.eldiario.es/galicia/feijoo-pide-ahora-auditoria-internacional-independiente-paso-apagon-defiende-nucleares_1_12265912.html
249697,Feijóo pide una auditoría internacional para aclarar el motivo del apagón: «España ha hecho el ridículo»...,"El líder del Partido Popular considera que ""cerrar hoy las centrales nucleares no es un error, es una temeridad""",2025-05-02T16:07:24,OKDiario,https://okdiario.com/espana/feijoo-pide-auditoria-internacional-aclarar-motivo-del-apagon-espana-hecho-ridiculo-14703513
79757,"Gobierno bajo sospecha: Feijóo pide una auditoría internacional sobre el apagón eléctrico""","El líder del PP asegura que el Ejecutivo ""no es de fiar""",2025-05-02T17:54:49,La Razón,https://www.larazon.es/espana/gobierno-sospecha-feijoo-pide-auditoria-internacional-apagon-electrico_202505026814eac9e52da91ed536079b.html
139025,"Rueda defiende la gestión del apagón en Galicia, que fue «muy profesional»","Lamenta que fuese cada comunidad, de manera independiente, la que tuviesen que solicitar el nivel 3 de emergencia: «El Gobierno no lo tenía tan claro»",2025-05-02T19:10:57,ABC,https://www.abc.es/espana/galicia/rueda-defiende-gestion-apagon-galicia-profesional-20250502191056-nt.html
188463,La alegría de Borja Jiménez se cuela por la única rendija del muro de Jandilla y la Maestranza se tira de cabeza,"Fue dura la tarde ya no sólo por la resaca emocional de Morante de la Puebla, sino por el apagón de bravura de la corrida de Jandilla. El muro infranqueable de los jandillas, que...",2025-05-02T20:11:48,El Mundo,https://www.elmundo.es/cultura/toros/2025/05/02/6814db6b21efa030568b4596.html
12368,Apagón a 8.000 kilómetros de ti,"La tecnología reduce la distancia, pero nos deja sin tiempo para imaginarnos. ¿Y si esta forma de estar conectadas fuera una trampa?",2025-05-03T05:30:00,El País,https://elpais.com/ideas/2025-05-03/apagon-a-8000-kilometros-de-ti.html
45079,Aguas contaminadas y bacterias flotantes: el apagón paró las depuradoras gallegas y convirtió en riesgo el baño en playas y ríos,"Los ecologistas estiman que, sólo en Vigo —donde primero se prohibió bañarse—, se vertieron más de 400 millones de litros de agua sin tratar a la ría y exigen a las administraciones que expliquen por qué estas estaciones no tienen fuentes de energía auxiliar tal y como exige la normativa estatal",2025-05-03T06:01:03,ElDiario.es,https://www.eldiario.es/galicia/aguas-contaminadas-bacterias-flotantes-apagon-paro-depuradoras-gallegas-convirtio-riesgo-bano-playas-rios_1_12265601.html
551369,¿Hubo un 'apagón político' en Catalunya? Todo lo que falló (y lo que no) tras el cero eléctrico,"A las 12.33 horas del lunes, se produjo un cero eléctrico nacional. El president Salvador Illa visitaba las obras del Hall Zero de Fira de Barcelona en L'Hospitalet de Llobregat cuando detectó que las conexiones no funcionaban. Su mano derecha, el conseller de la Presidència, Albert Dalmau, montó el comité de crisis y el Palau de la Generalitat se convirtió en un centro de operaciones con los mandos centralizados en la Sala Tàpies y el Saló de Sant Jordi, y con interlocución directa con el CECAT en el Departament d'Interior.",2025-05-03T09:01:09,El Periódico,https://www.elperiodico.com/es/politica/20250503/apagon-luz-cataluna-govern-salvador-illa-116938160
222323,"El 46% de españoles cree que la causa del apagón fue un fallo eléctrico y el 26%, un ciberataque","El 59% de encuestados por el CIS cree que la información facilitada por el Gobierno fue ""insuficiente"".",2025-05-03T12:40:15,Público,https://www.publico.es/politica/46-espanoles-cree-causa-apagon-fallo-electrico-26-ciberataque.html
321080,Un 59% de la población cree que la información oficial sobre el apagón fue insuficiente,"Más de la mitad de los españoles, un 59%, considera que la información facilitada por el Gobierno durante las largas horas de la crisis de abastecimiento de electricidad fue insuficiente. Algo más de la cuarta parte de la opinión pública, por el contrario, se considera satisfecho con la información que facilitó la Administración.",2025-05-03T12:41:56,La Vanguardia,https://www.lavanguardia.com/politica/20250503/10642500/59-poblacion-cree-informacion-oficial-sobre-apagon-insuficiente.html
449240,"El 60% de los españoles considera ""insuficiente"" la información del Gobierno durante el apagón según el CIS de Tezanos",Más de la mitad de los encuestados asegura que el apagón les afectó mucho o bastante y más de un 20% sintió miedo.,2025-05-03T13:15:03,Libertad Digital,https://www.libertaddigital.com/espana/politica/2025-05-03/el-60-de-los-espanoles-considera-insuficiente-la-informacion-del-gobierno-durante-el-apagon-segun-el-cis-de-tezanos-7249701/
389110,"Antonio Aceituno, experto en energía, sobre el apagón: 'Hubo suerte, sin embalses al 90% la recuperación no hubiera sido tan rápida'","""Nuestro sistema debe seguir teniendo la inercia suficiente para solventar estos problemas"", sostiene.",2025-05-03T14:06:59,20minutos,https://www.20minutos.es/noticia/5706098/0/antonio-aceituno-experto-energia-apagon-suerte-sin-embalses-recuperacion-no-tan-rapida/
606917,El Comité de análisis del apagón sigue analizando los datos y crea dos grupos de trabajo,"El Comité de análisis del Gobierno para determinar las causas del apagón eléctrico del pasado lunes ha concluido este sábado su reunión y sigue esperando la ""totalidad de la información requerida"", según ha informado el Ministerio de Transición Ecológica y el Reto Demográfico.",2025-05-03T14:10:22,Huffington Post,https://www.huffingtonpost.es/politica/el-comite-analisis-apagon-sigue-analizando-datos-crea-dos-grupos-trabajobr.html
80029,"El PP insiste en la ""incapacidad"" del Gobierno: ""Ha entrado en parada""","Bravo denuncia la falta de información sobre el apagón y alerta de que Sánchez ""está bloqueando el país""",2025-05-03T14:36:45,La Razón,https://www.larazon.es/espana/insiste-incapacidad-gobierno-entrado-parada_2025050368160ddde52da91ed5369d6f.html
138919,Tezanos aprovecha la encuesta 'flash' del CIS sobre el apagón para colar preguntas sobre intención de voto,"El organismo público vuelve a dar ganador al PSOE, que amplía su distancia con el PP, en un sondeo no electoral",2025-05-03T14:48:59,ABC,https://www.abc.es/espana/tezanos-aprovecha-encuesta-flash-cis-sobre-apagon-20250503144858-nt.html
476840,"El PSOE aumenta su distancia con el PP en intención de voto tras el apagón, según el CIS 'flash'",El PSOE sería el partido más votado en unas próximas elecciones generales y ampliaría su ventaja con el...,2025-05-03T15:01:04,Europa Press,https://www.europapress.es/nacional/noticia-psoe-aumenta-distancia-pp-intencion-voto-apagon-cis-flash-20250503150104.html
249853,Recuerdos de la radio en el apagón del 28 de abril,"El apagón del pasado lunes llevó a refugiarse en la radio para ir sabiendo lo que estaba ocurriendo, dando lugar a una segunda noche de los transistores",2025-05-03T15:15:44,OKDiario,https://okdiario.com/baleares/recuerdos-radio-apagon-del-28-abril-14706011
188552,"El gobierno encuentra un 'consuelo' en la crisis del apagón: desvía el foco del ""problema de imagen"" de Sánchez","En abril de 2017, el Gobierno, entonces presidido por Mariano Rajoy, confesó que no contaba con ""ningún protocolo específico"" para una ""apocalipsis zombi"",...",2025-05-03T23:37:07,El Mundo,https://www.elmundo.es/espana/2025/05/04/681629b4e4d4d808588b458b.html
321186,"La red eléctrica, en cuestión","En 2008 fue la prima de riesgo del sistema financiero español. En 2021, el mercado marginalista de precios energéticos. Ahora toca aprender qué es la inercia, la sincronía y asincronía del mercado eléctrico. Cada una de las crisis que azotan este país abre un nuevo reto de comprensión técnica y el apagón total de luz que sufrió el pasado lunes la península Ibérica requiere dosis extra de paciencia y atención. Conocer qué provocó el colapso de la red eléctrica, el más importante en la historia de Europa, va a llevar tiempo. En este momento solo Red Eléctrica Española (REE), la compañía encargada de gestionar el tráfico en la red eléctrica de España, puede dar luz a la incógnita sobre el cero energético del lunes.",2025-05-04T00:05:00,La Vanguardia,https://www.lavanguardia.com/dinero/20250504/10640946/red-electrica-cuestion.html
80173,El apagón puso a prueba la Sanidad,Muchos de los enfermos de ELA padecieron especialmente ante la imposibilidad de conectar las máquinas que les mantienen con vida,2025-05-04T02:15:13,La Razón,https://www.larazon.es/salud/apagon-puso-prueba-sanidad_202505046816b1915d71dc778a97c6cb.html
12422,"Trenes varados durante el apagón, la vulnerabilidad de un transporte más limpio","La electrificación de la red y de los servicios ferroviarios, en favor de la descarbonización y eficiencia, carece de un plan B ante un fallo del sistema de alimentación como el del lunes",2025-05-04T05:40:00,El País,https://elpais.com/economia/2025-05-04/trenes-varados-durante-el-apagon-la-vulnerabilidad-de-un-transporte-mas-limpio.html
389223,La falta de explicaciones acerca del apagón aumenta el recelo de la oposición sobre la estrategia de renovables del Gobierno,"La ausencia, por ahora, de una explicación por parte del Gobierno sobre los motivos que llevaron a que el pasado lunes España sufriera un apagón total de...",2025-05-04T08:00:11,20minutos,https://www.20minutos.es/noticia/5705605/0/falta-explicaciones-acerca-apagon-aumenta-recelo-oposicion-sobre-estrategia-renovables-gobierno/
449273,"La ministra Aagesen sigue sin explicar el apagón pero tacha de ""simplistas"" a los que señalan a las renovables","La ministra niega que las renovables estén detrás del colapso y avisa de que podríamos tardar meses en conocer la causa: ""Es un océano de datos"".",2025-05-04T09:16:45,Libertad Digital,https://www.libertaddigital.com/espana/politica/2025-05-04/la-ministra-aagesen-sigue-sin-explicar-el-apagon-pero-tacha-de-simplistas-a-los-que-senalan-a-las-renovables-7249884/
476929,"Aagesen afirma que señalar a las renovables en el apagón es ""irresponsable y simplista""","Insiste en que todas las hipótesis continúan abiertas, que se tardarán ""muchos días"" en conocer las causas y...",2025-05-04T11:09:20,Europa Press,https://www.europapress.es/economia/energia-00341/noticia-aagesen-afirma-senalar-renovables-apagon-irresponsable-simplista-20250504110920.html
607034,"Aagesen afirma que señalar a las renovables en el apagón es ""irresponsable y simplista""","La vicepresidente tercera y ministra para la Transición Ecológica, Sara Aagesen, ha afirmado este domingo que señalar a las energías renovables como motivo del apagón del pasado lunes es ""irresponsable y simplista"" y ha insistido en que todas las hipótesis continúan abiertas.",2025-05-04T11:13:51,Huffington Post,https://www.huffingtonpost.es/politica/aagesen-afirmanalar-renovables-apagon-irresponsable-simplista.html
250011,El precio de la luz sigue inestable tras el gran apagón: cae más del 30% este domingo,El precio de la luz será de coste cero o incluso negativo durante 10 horas,2025-05-04T13:55:01,OKDiario,https://okdiario.com/economia/precio-luz-sigue-inestable-gran-apagon-cae-mas-del-30-este-domingo-14709088
551501,Sánchez viaja a Barcelona en pleno debate por el apagón y la OPA de BBVA a Sabadell,"El apagón eléctrico -o más bien sus causas-, la OPA de BBVA a Sabadell y la aprobación de la reducción de la jornada laboral marcarán la 40 Reunió Cercle d'Economia, que empieza este lunes en el Palau de Congressos de Catalunya. El presidente del Gobierno, Pedro Sánchez, será el encargado de abrir la edición de este año, que tiene como lema 'Europa: wake-up call? Cómo responder en un momento de disrupción geopolítica'; y deberá responder a estas tres patatas calientes que tienen encima de la mesa.",2025-05-04T17:59:58,El Periódico,https://www.elperiodico.com/es/politica/20250504/pedro-sanchez-cercle-economia-apagon-opa-bbva-sabadell-117021355
188636,"Un hombre, un móvil, una cinta de correr","Prepárense a leer otra batallita del apagón. Pero si vivimos en la cultura de la individualidad absoluta, ese es el precio: un hombre, un voto, una turra del día en el que se...",2025-05-04T19:30:53,El Mundo,https://www.elmundo.es/cultura/2025/05/04/68178284fdddff586b8b458a.html
139114,Los partos se dispararon en un hospital gallego en el apagón: cinco en 24 horas cuando lo normal era uno ca...,"Los alumbramientos se fueron encadenando durante la accidentada jornada en el hospital público de Monforte (Lugo), como si de una suerte de metáfora se tratara",2025-05-04T19:37:15,ABC,https://www.abc.es/espana/galicia/partos-dispararon-hospital-gallego-apagon-cinco-horas-20250504193714-nt.html
80465,"Los inversores ""culpan"" a Red Eléctrica del gran apagón: pierde 800 millones en bolsa","Las acciones de Redeia sufren una caída del 7,7% tras el caos del pasado lunes, mientras que sube la cotización de las principales eléctricas como Iberdrola y Endesa",2025-05-05T02:52:08,La Razón,https://www.larazon.es/economia/inversores-culpan-red-electrica-gran-apagon-pierde-800-millones-bolsa_2025050568180bb8319ae75da4c05f9e.html
389380,"No va de renovables o nuclear, va de gestionar bien | Opinión de Jesús Morales","Gobierno, oposición e incluso organizaciones ecologistas han entrado en un debate excesivamente teórico sobre las culpas del apagón. Los responsables inmediatos...",2025-05-05T04:13:12,20minutos,https://www.20minutos.es/noticia/5706252/0/no-va-renovables-nuclear-va-gestionar-bien/
12571,Más nucleares a cambio de las medidas anti-aranceles,"Tras el apagón, Feijóo introduce una nueva exigencia para apoyar el escudo del Gobierno, que confía en que el PP al menos se abstenga este jueves",2025-05-05T05:40:00,El País,https://elpais.com/espana/2025-05-05/mas-nucleares-a-cambio-de-las-medidas-anti-aranceles.html
45134,"Muñoz Rengel, autor de literatura fantástica: “El apagón masivo nos insiste en la idea de que todo está en el aire”","El malagueño regresa a los anaqueles de novedades con 'La transmigración', una fantasía en torno a la posibilidad de que la mente humana cambie de cuerpo",2025-05-05T06:00:39,ElDiario.es,https://www.eldiario.es/andalucia/lacajanegra/libros/munoz-rengel-autor-literatura-fantastica-apagon-masivo-insiste-idea-aire_1_12264244.html
139213,"Una Caja Mágica atípica: el primer año sin Nadal, un apagón y nuevas realidades","El torneo cierra su edición más atípica por bajas, derrotas, debates y un día sin luz para la historia",2025-05-05T06:37:27,ABC,https://www.abc.es/deportes/tenis/caja-magica-atipica-primer-ano-nadal-apagon-20250504220356-nt.html
188710,Aagesen revela que hubo un tercer incidente 19 segundos antes del apagón,Seguimos conociendo nuevos datos sobre el gran apagón que afectó a España hace exactamente una semana. La vicepresidenta tercera y ministra para la Transición Ecológica y Reto...,2025-05-05T07:32:14,El Mundo,https://www.elmundo.es/economia/2025/05/05/6818697a21efa0352f8b4597.html
607209,Las grandes eléctricas piden participar en el comité de crisis por el apagón y tener acceso a los datos de Red Eléctrica,"Aelec, la patronal eléctrica de la que forman parte Endesa, Iberdrola y EDP España, pedirá ser una de las partes interesadas en el comité creada por el Gobierno para investigar las causas del apagón ocurrido el pasado 28 de abril, y solicitará también ""poder tener un acceso pleno y transparente a toda la información sobre el incidente de la que dispone el operador del sistema, Red Eléctrica de España (REE)"".",2025-05-05T10:33:13,Huffington Post,https://www.huffingtonpost.es/politica/las-grandesectricas-piden-participar-comite-crisis-apagon-acceso-datos-redectrica.html
321467,La patronal de Mercadona y Lidl calcula pérdidas de 53 millones por el apagón,"La principal agrupación de supermercados de España (Asedas) estima en 53 millones de euros las pérdidas sufridas por sus empresas asociadas a causa del apagón del pasado lunes. Mercadona, Dia, Lidl, Condis, Consum, Aldi, Plusfresc o Transgourmet son algunas de las empresas agrupadas en Asedas y todas ellas han sido impactadas por la grave crisis eléctrica.",2025-05-05T12:30:34,La Vanguardia,https://www.lavanguardia.com/economia/20250505/10646431/patronal-mercadona-lidl-calcula-perdidas-53-millones-apagon.html
551532,Junts presenta un veto a la reducción de jornada y complica su aprobación en el Congreso,"El Consejo de Ministros de este martes aprobará finalmente el proyecto de ley que debe permitir reducir la jornada laboral hasta las 37 horas y media semanales, después de tener que aplazarlo una semana por el apagón eléctrico que afectó la Península Ibérica. Sin embargo, su posterior validación en el Congreso de los Diputados no está ni de lejos garantizada. Junts, cuyos votos son imprescindibles para que la propuesta prospere, ha anunciado este lunes que presentará una enmienda a la totalidad, como ya avanzó EL PERIÓDICO la semana pasada. Los posconvergentes consideran que la norma es una ""ataque frontal"" a los autónomos y a las pequeñas y medianas empresas y que ""no soluciona los problemas reales de la gente"". La decisión se ha tomado en la ejecutiva por unanimidad.",2025-05-05T13:39:26,El Periódico,https://www.elperiodico.com/es/politica/20250505/junts-reduccion-jornada-laboral-enmienda-totalidad-117045648
250318,Así afecta WhatsApp a tu salud mental y así es cómo puedes evitarlo,El apagón en España y Portugal colapsó las redes móviles y puso en evidencia la fragilidad del sistema,2025-05-05T17:21:14,OKDiario,https://okdiario.com/tecnologia/whatsapp-salud-mental-14712823
449370,"Indignación en el CNI: Sánchez ordenó ""buscad lo que sea"" para no asumir su responsabilidad en el apagón","Fuentes de la ciberseguridad nacional consultadas por LD aseguran que ""en el Consejo de Seguridad Nacional, ordenó al CNI buscar cualquier coartada"".",2025-05-05T20:58:17,Libertad Digital,https://www.libertaddigital.com/espana/2025-05-05/indignacion-en-el-cni-sanchez-ordeno-buscad-lo-que-sea-para-no-asumir-su-responsabilidad-en-el-apagon-7250278/
